Name	Total
Pedro Ibáñez	138
Jeremy Salas	131
Emilio Saba	137
Sergio Quintero	130
Leomar Mosquera	125
Min Woo Jung	118
José Serrano	127
Hee Won Choi	114
Daiki Mitsui	120
Taiga Hata	133
Koki Tachi	131
Roberto Corral García	130
Yosuke Yuzawa	120
Ryoya Morishita	132
Sandip Mandi	109
Arnau Mirambel Sorolla	128
Carlos Martínez Ruiz	135
Marcos Gil Marcos	130
Adrián Molina Díaz	123
Mauro Rojas	119
Eduardo Duarte	128
Diego Fernández	135
Yeiber Murillo	135
Do Won Baek	115
Jin Hyun Kim	119
Se Jin Myung	114
Gonzalo Pérez	136
Bourama Fomba	131
Alfonso Trezza	132
Álvaro Gracés	125
Martín Fernández	132
Martín Correa	124
Álex Vázquez	132
Jorge Zules Caicedo	128
Francisco Gerometta	145
Blake Bodily	126
Egzon Kryeziu	129
Ibrahim Kargbo Jr.	140
Leo Donnellan	116
Elder Arauz	134
Edwin Pacheco	128
Juan David Mosquera	138
Leonardo Justiniano	129
Rasmus Fridolf	112
Paul Justiniano	130
Kevin Díaz	133
Noel Törnqvist	125
Estalin Segura	124
Rockson Rentería	134
Christopher Garcia	124
Marco Ehmann	133
Filip Dangubić	130
Muhammadu Faal	116
George Thomason	133
Min Geol Woo	113
Jae Hun Park	115
Min Gyu Kim	113
Young Jun Goh	130
Ji Yong Lee	115
Chan Gi An	126
Iván Scarpeta	124
Peter Urminsky	118
Mohammad Ahmadi	115
Lucas Paes Souza	134
Ricard Sánchez Sendra	145
Maximiliano Quinteros	114
Nicolás González	123
Cristian Martin	123
Agustín Morales	114
Ronaldo Andía	121
Rolando Arrasco	113
Piero Antón	117
Kleiber Palomino	131
Nelson Orozco	120
Juan Ferrufino	123
Shota Fujio	124
Rodrigo Orihuela	122
Jesús Sagredo	137
Taiga Maekawa	133
Leodan Chalá	120
Takaya Yoshinare	122
Tomson Geraldy Minda	134
Fernando Souza	128
Nagi Matsumoto	124
Emmanuel Carlos	123
Julio Recoba	110
Martin Rennie	107
Agustín Alfaro	131
Bruno Scorza	125
Hinata Kida	129
Bismar Castro	128
Johan Lara	132
Renny Folleco	111
Juan Briones	130
Marcos Olmedo	126
Jhonnyer Rojas	128
Eddy Mejía	129
Jhon Pereira	115
Jakob Duhme	129
Senga Nicolás Kata Martínez	129
Takuya Shimamura	119
Tatsuya Tabira	122
Luiz Fernando Nascimento	128
George Campbell	127
Shoji Toyama	136
Ranko Veselinović	142
Dai Tsukamoto	132
Shuhei Kawasaki	138
Yuki Yamamoto	138
Won Ho Shin	127
Facundo Lando	133
Yakup Mert Çakır	125
Berk Çetin	130
Lars Olden Larsen	134
Malek Al Abdulmunem	118
Nader Al Sharari	125
Maik Nawrocki	143
Soo Hyeok Kim	113
Ui Su Ji	112
Akira Yoshida	124
Ryotaro Ishida	126
Antony Trujillo	127
Luca Andrada	138
Anthony Uzodimma	129
Erik Jirka	140
Alex Timossi Andersson	145
Bruno Rivas	128
Jon Birkfeldt	127
Rasmus Cronvall	120
Samuel Pozo	118
José Estupiñán	133
Brayan Calderon	125
Robin Canido	121
Carlos Solíz	120
Diego Aranda	128
Rodrigo Duarte	130
Juan Ramón Cáceres	133
John Mero	120
D'sean Theobalds	111
Edgar Lastre	130
Jackson Rodríguez	133
Silvano Estacio	130
Juan Roa	120
Xavier Pineda	122
Jefferson Vernaza	134
Arturo Batioja	121
Fabrizio Correa	130
Hugo Ángeles	122
Tiago Galletto	139
Johnny Spike Gill	125
Santiago Rodríguez	115
Rodrigo Menacho	122
Carlos Jiménez	127
Gibson Fuentes	133
Anton Liljenbäck	127
Wilitty Younoussa	137
Efthymis Christopoulos	121
Steeven Saba	124
Kaito Kamiya	119
Giovanni Zwikstra	132
Joël van Kaam	138
Moussa Bakayoko	118
Danny Lupano	123
Warleson Lisboa Oliveira	136
Jack de Vries	130
Bartłomiej Wdowik	136
Jakov Puljić	134
Marcel Tanzmayr	133
Gonzalo Casazza	132
Gabriel Johansson	120
Dominik Kalinowski	110
Walid Azaro	136
Joo Hwan Kim	119
Dawid Lisowski	125
Dawid Więckowski	128
Ryan Raposo	126
Nicolás Sosa	135
Jeremy Silva	120
Jakub Kałuziński	134
Marcel Wszołek	124
Orges Bunjaku	135
Kacper Chodyna	140
Koki Saito	143
Yuji Senuma	124
Gonzalo Mall	115
Chunxin Chen	103
Yu Xing	109
Zhizhao Li	110
Xinfeng Fang	104
Memet Abdulla Ezmat	106
Xiang Gao	96
Dayle Rooney	118
Sean Quinn	114
Denzil Fernandes	115
Jiyu Zhong	96
Shane Farrell	114
Yiming Yang	109
Nikos Christogeorgos	130
Georgios Vagiannidis	132
Andreas Athanasakopoulos	138
Dimitris Serpezis	133
Alfred Canales	127
Yackson Rivas	135
Ivan Mayta	124
Johan Arvidsson	117
Florian Krebs	124
Jair Toledo	131
Emanuele Polverino	121
Yordi Vílchez	131
Bryan Chahuaylla	132
Miguel Carranza	127
Jairo Uscamayta	125
Carlos Pando	131
Jacson Pita	128
Elias Skogvoll	115
Bjørn Mæland	120
Thomas Hallstensen	119
Claudio Fraga	116
Gonzalo Duré	110
Wilver Jimenéz	106
Juan Carlos González	117
Douglas Julio	112
Alejandro González	121
Germán Chanchamire	124
Hernán Cardozo	122
Sebastián Claure	127
José Martínes	134
Manuel Fuentes	127
David Barreto	115
Yosmel Gil	130
Xavier Flores	129
Edgar Pérez	128
Pablo Caro	122
Eliéser Mina	126
Díver Torres	120
Maximiliano Cabral	130
Lucas Greno	129
Fabián Píriz	128
Leonai Souza de Almeida	145
Juan Etchebarne	123
Powell Obinna Obi	133
Ko Ikeda	127
Reyon Dillon	112
Gabriel Luiz Sandes Gomes	125
Guy Mbenza	139
Tomás Diáz	125
Da Won Lee	115
Danny Agostinho Henriques	139
Julian Larsson	125
Takuro Kaneko	140
Tomoki Takamine	129
Camilo Reijers de Oliveira	133
El Bilal Touré	149
Tomislav Krizmanić	134
Sultan Faqihi	119
Youssouf Ndayishimiye	151
Jasin Khayat	120
Winfred Amoah	127
Niklas Geyrhofer	141
Dardan Shabanhaxhaj	135
Gerrit Gohlke	136
Manny Adebowale	120
Jonas Arweiler	131
Lazaros Rota	140
Eitaro Matsuda	126
Lorik Ademi	120
Josué Gómez	128
Ariel Coronel	122
Oh Yeon Cha	114
Jin Sung Kim	111
Sang Hee Kang	109
Min Su Kim	106
Suk Young Cho	110
Yu Min Yang	110
Seong Yoon Kwon	109
Han Min Jeong	117
Min Kyu Oh	116
Kristers Tobers	134
Emin Bayram	143
Abdullah Al Samtai	115
Callum Taylor	117
Jan Shcherbakovski	138
Salim Boukhenchouche	133
Firas Chaouat	135
Ulysses Llanez Jr.	145
Kenny Coker	124
Alejandro Meléndez Ruiz	132
Marvin Anieboh Pallaruelo	127
Mario González Casado	125
Mario del Campo Escobar	126
Daniel Plomer Gordillo	131
José Antonio Dos Santos Júnior	139
Youssef El Kachati	134
Akihiko Takeshige	124
Akinori Ichikawa	124
Yuta Minami	126
Yutaro Hakamata	132
Reo Yasunaga	136
Kensuke Sato	132
Tatsuki Seko	137
Katsuhiro Nakayama	134
Kosuke Saito	132
Ferddy Roca	135
Leonardo Vaca	121
Mario Barbery	141
Mauricio Cabral	129
Kevin Salvatierra	142
Taiki Yamada	128
Diego Torres	127
Lucas Sanabria	130
Yuta Matsumura	129
Itsuki Someno	129
Benjamín Ortiz	116
Éric Bocat	135
Realdo Fili	129
Ivan Mesík	135
Mehdi Chahiri	141
Juan José Franco	126
Cristhian Riveros	131
Juan Cruz	142
Can Coşkun	134
Daniel Albiar Serrano	134
Shay Ben David	135
Alexander Bernhardsson	128
Jacob Ondrejka	137
Iván Martínez Gonzálvez	145
Michell Ramos	137
Simen Bolkan Nordli	136
Daan Klinkenberg	129
Markus Seehusen Karlsbakk	126
Mame Ass Ndir	123
Iván Morante Ruiz	136
Anton Kralj	127
Vitor Carvalho Vieira	139
Nicolás Campisi	143
Mark Helm	129
Gustaf Norlin	129
Niels Grevink	117
Albin Winbo	124
Aníbal Gómez	125
Alexander Johansson	121
Sebastián Reyes	135
Daniel Sandy	135
Sofiane Bendebka	140
Daniel Pérez	125
Ariel Shuarztman	131
Elías Meza	126
Josué Limberth Mamani	136
Ivan Ostojić	124
Fabio Díaz	128
Jakob Tånnander	132
Alan Murialdo	125
Kyung Bae Park	122
Jae Beom Kwon	116
Yoon Sung Cho	119
Min Woo Seo	117
Kang Han Lee	119
Won Jin Hong	116
Seung Joon Song	108
Yeon Kyu Lee	110
Dimitar Velkovski	133
Nkanyiso Zungu	128
Lautaro Pertusatti	134
Patrik Hellebrand	152
Jairsinho González	126
Paolo Izaguirre	119
Carlos Canales	114
Patrick Metcalfe	121
Gianfranco Facchineri	125
Paolo Alcocer	122
Francesco Lo Celso	144
Gadi Kinda	141
Adrián Goransch	134
Henry Wise	128
Andi Janjeva	137
Esteban Valencia	141
Jung Woo Han	121
Nawaf Al Aqidi	118
Mohammed Marran	118
Tobías Zárate	140
Kyle Adams	119
Ashvin Balaruban	131
Valentin Lazăr	136
David Humanes Muñoz	123
Oscar Vanegas	139
Santiago Orozco	125
Tomás Escalante	135
Fabián Ramos	117
Jean Carlos Pineda	129
Benny Díaz	132
Jhoan Vargas	111
Eugenio Pizzuto	138
Bilel Saidani	133
Mario Rodríguez Ruíz	125
Fidel Ambríz	134
Joan Mazzaco	139
Aymane Mourid	129
Görkem Can	133
Leandro Díaz	123
Simón González	132
Mauricio Isais	132
Denilson Ovando	138
Ignacio Díaz Barragán	137
Javier Castro Urdín	144
Mark Pabai	136
Rida El Barjiji	132
Róbert Boženík	145
Egzon Bejtulai	125
Bryce Duke	129
Davor Matijaš	133
John Mayanga Nekadio	132
David Seger	130
Daniel González	124
Will Donkin	121
André Filipe Rebelo Mesquita	133
Joel Mumbongo	127
Marcos Rosales	120
Matias Niemelä	125
Renato Josipović	137
Johan Campaña	132
Maximiliano Pereira	129
Nikola Kuveljić	132
Teddy Akumu Agay	128
Paulo Estrela Moreira Alves	132
Franco Paredes	145
Óscar Clemente Mues	143
Christian Silva	107
Nicolás Machado	117
Nicolás Ruíz	137
Matías Draghi	123
Ignacio González	118
Obed Nkambadio	131
Jorge Cuellar	125
Gorka Zabarte Moreno	136
Mauricio Pineda	139
Dostonbek Tursunov	131
Milan Iloski	127
Hyeong Won Kim	120
Jun Hyeok Kim	109
Matej Oravec	134
Ho Su Kim	101
Yeong Han Kim	110
Eui Bin Kang	121
Sang Beom Seok	113
Yeong Geun Kim	93
Min Yong Sim	125
Alin Șeroni	130
Tomáš Břečka	135
Nicușor Craiu	131
Muhammet Özkal	124
João Manuel Silva Monteiro	131
Bobby Edwards	118
José Enamorado	126
Jimmy Isita	125
Milton Garzón	127
Francisco Rodríguez	127
Giorgos Xenitidis	127
Ilias Karargyris	131
Guillermo Firpo	126
Elia Caprile	138
Brandon Pierrick	128
Braian Martínez	141
Leonard Owusu	134
Rocco Romeo	125
Scott Banks	132
Rory Doyle	114
Denil Maldonado	137
Matías Vera	138
Noah Billingsley	126
Jhonatan Candia	136
Giuseppe Barone	119
Min Seok Kim	116
Yu Sung Kim	119
Jong Wook Lee	116
Hwi Jin Ham	112
Riuler Faustino	125
Matías Pérez	140
Vladan Dekić	131
Maelo Reátegui	125
Jayden Nelson	137
Emiliano Martínez	150
Daniel Dietze	113
Thamer Al Ali	123
Benjamin Hjertstrand	122
Brian Anunga	130
Eric Lopez	118
Riyo Kawamoto	127
Will Harris	120
Ibrahim Junior Kuribara	124
Kota Miyamoto	127
Erick Noriega	124
Yuito Suzuki	137
Rhys Marshall	130
Juan Diego Gutiérrez	126
Jamie Browne	108
João Felipe Estevam Aguiar	143
Daniel Moreno Tallón	143
Camilo Núñez	125
Daniel Celea	132
Homero Calderón	126
Lóránt Kovács	123
Jamie Jellis	115
Nicolás Morgantini	133
Eden Shamir	139
Justen Kranthove	127
Thierry Nevers	132
Janio Pósito	124
Marcos Delgado	122
Juan Pretel	124
Pedro Gutiérrez	122
Sebastian Berhalter	131
Diego Zago	125
Dakota Ochsenham	120
Ivo Vázquez	126
Stefan Velkov	131
Sylian Mokono	130
Joey Houweling	123
Gabriël Çulhacı	135
Eros Maddy	133
Florián Monzón	138
Mikail Başar	131
Dimi Carré	132
Diomar Díaz	128
Stéphane Zobo	127
Yuta Someya	122
Yuto Yamada	128
Fumiya Unoki	122
Kenta Matsumoto	114
Takumi Kamijima	133
Kian Slor	137
Thomas Poll	134
Mees Bakker	134
Youri Roulaux	126
Brian Haak	121
Antoine Colassin	140
Elias Sierra	141
Seppe Bastiaens	120
Diaguely Dabo	116
Andres Dumitrescu	134
Dimple Bhagat	104
Artem Bondarenko	143
Denis Olivera	127
Juan Pablo Martínez	138
Leonardo de Jesus do Chão	136
Takuma Hamasaki	134
Yuma Obata	139
Denis Ventúra	127
Lukáš Skovajsa	123
Diego Barraza	124
Sergio González Vega	123
Iván Cazal	139
Sebastian Gonzáles	124
Richard Nuñez	123
Tomás Oneto	127
William Álvarez	127
Jorge Paredes	118
Jesús Castillo	130
José Carabalí	140
Daniel Segura	135
Jorge Luis Aguilar	130
Edi Maurício Sanches Semedo	138
Cláudio Rafael Vieira Tavares	130
Luis Ramírez	136
David Tijanić	143
Jae Won Jang	119
Hyung Kyeong Lee	116
Tomás Pais Sarmento Castro	133
Salvador Manríquez	128
Kit Elliott	125
Yoan Epitaux	118
Andrés Hernández	125
Nohan Kenneh	133
Alexis López	121
Adrián Martínez	129
Saúl Zamora	133
Nicolás Solabarrieta	119
Alan Liebeskind	122
Edixson González	122
Eddie Munjoma	124
Maxi Pérez	123
Jair Castillo	117
Rubén Rojas	118
Tanner Beason	134
Vlad Morar	126
Simen Vidtun Nilsen	123
Santiago Cartagena	139
Cristian Duma	130
Renzo Orihuela	143
Simon Gollnack	124
Bogdan Milovanov	141
Mourad Daoudi El Ghezouani	126
Mirza Muratovic	119
Yutaro Oda	130
Marlon Sündermann	119
Min Jun Kim	132
Jae Sung Kim	111
Moustafa Luete Ava Dongo	124
Erik Björndahl	114
Victor Torres	121
Jorge Recalde	138
Samuel Kasongo	126
Omar Panuco	131
Sergio Felipe	120
Miro Tenho	133
Thibaut Vargas	137
Noam Emeran	138
Kodai Dohi	128
Patriot Sejdiu	119
Shun Ayukawa	128
Tobias Andersson	118
Yuya Asano	138
Malte Persson	112
Viktor Krüger	113
Viktor Popov	132
Bryan Hernández	132
Teddy Bartouche-Selbonne	120
Bubacar Boi Djaló	131
Richard Leyton	120
Joaquín Avilés	119
Jesse Sekidika	139
Davinson Jama	134
Ronny Medina	129
Tadej Vidmajer	120
Federico Nicosia	124
Samuel Corral Valero	118
Lautaro Torres	133
Hugo Espínola	123
Robbie Robinson	136
Denso Ulysse	124
Dylan Nealis	125
Ki Woon Lee	115
Hyun Taek Cho	128
Shuto Abe	138
Hotaka Nakamura	128
Taishi Brandon Nozawa	126
Olabiran Muyiwa	142
Abdulaziz Al Dheyabi	113
Teemu Penninkangas	111
Hüseyin Bulut	125
José Trinidad Villeda	144
Pablo Adorno	134
James Vennings	123
Mateo Abeijón	135
Johl Powell	124
Santiago Amorín	135
Nathan Harness	116
Giannis Sardelis	127
Diego Aaron Pámanes	128
Rafael Di Leonardo	135
Cristian Zúñiga	124
Junior Moreno	133
Andrés Barboza	132
Diego Ramírez	113
Tiago Cantoro	133
Armando Araque	128
Daniel Cabrera	121
Joe Gubbins	121
Sebastian Müller	135
Alexander Valencia	123
Andrés Souper	139
Sergio Cubero Ezcurra	125
Bon Chul Koo	124
David Loera	129
Won Chang Choi	122
Sung Hyung Yoo	108
Chang Yong Jung	116
Geon Hee Pyo	113
Josh March	118
Charles Vélez	130
Ramiro Quintana	126
José Hernández	128
Igi Lee	114
Yong Eon Lee	115
Jefferson Caicedo	128
Hyun Muk Kang	134
Rodrigo Banegas	130
Domen Gril	126
Steven Rivadeneyra	129
Richard Spenhay	120
Luis Casiani	130
Facundo Boné	129
Juan Montenegro	133
Jorge Luna	123
Nicolás Dávila	119
Henry Quiñonez	119
Franco Aragón	121
Jorge Palacios	121
Lautaro Ríos	142
Federico Ortíz	114
Dionicio Pérez	130
Cristian Paredes	120
Blas Díaz	124
Santos Navarro	122
Wildo Alonso	122
Federico Torres	132
Widen Saucedo	132
Drake Callender	116
Wilfredo Soleto	130
Marcelo Palomino	138
Sofyan Chader	130
Ogulcan Bekar	127
Joe Leesley	112
Jorge Gática	123
Mathias Pinto	132
Cristofer Salas	124
Joaquín Abdala	126
Felipe Villagrán	123
Jung Ho Jeon	126
Ju Hwan Seo	118
Dong Hwan Min	124
Young Woo Seol	139
Rodrigo Cerecedo	120
Michel Ndary Adopo	129
Şahan Kaynak	126
Kubilay Yılmaz	121
Joffré Escobar	134
Benjamín Gazzolo	134
César Gandara	129
Dawid Kocyła	138
Bartosz Prętnik	124
Fran Tudor	141
Pedro Manuel Mineiro Mendes	150
Leonardo Aponte	129
Nicolas Meister	134
Valentin Lamprecht	124
Timothy Galjé	124
Bryan Limbombe	136
Seiji Kimura	128
Kashif Bangunagande	135
Martín Rabuñal	135
Santiago Román	136
Ben Dempsey	118
Strahinja Pavlović	149
Keisuke Kurokawa	131
Min-Jun Kim	119
Kazuya Konno	128
Jun Nishikawa	136
Hidetoshi Takeda	128
Youssouph Badji	145
Kyowaan Hoshi	127
Jhony Galli	130
Levi Andoh	117
Bayli Spencer-Adams	135
Yong Hyuk Lee	131
Pung Yeon Lee	129
Kang Hee Lee	122
William Seymore	120
Daiki Hotta	121
Kengo Kitazume	134
Kazuhiro Sato	130
Shun Yoshida	128
Daiya Tono	140
Norimichi Yamamoto	135
Yuto Uchida	131
Oskar Dillon	117
Hayato Nakama	136
Adrian Oeynhausen	129
Sam Bowen	129
Jasir Asani	123
Joao Ortiz	146
Hugo Rojas	120
José Andrés Martínez	147
Kakeru Kumagawa	121
Segundo Portocarrero	131
Leonardo Lopes de Souza	145
Adriano Duarte Castanheira	132
Ryuho Kikuchi	136
Sachiro Toshima	131
Erick Otieno	146
Takayuki Mae	132
Jerry León	130
Keiya Sento	136
Jun Ichimori	128
Hidetoshi Miyuki	128
Ryan Scott	123
Cristóbal Campos	119
Yuya Takazawa	136
Francisco Parra	124
Alex González	115
Pablo Ayala	125
Armando Vera	119
Carlos Montiel	131
Richard Fernández	128
Rodrigo Vera	131
Juan Gauto	117
Brahian Ayala	131
Walter Gaona	124
Gustavo Giménez	130
Ezequiel Alfonso	138
Oscar Giménez	122
Marco Prieto	128
Ósmar Colmán	128
Francisco Bareiro	132
Brage Skaret	131
Elis Isufi	129
Richard Cabrera	129
Fernando Benítez	132
Oscar Noguera	128
Blas Armoa	141
Jorge Nuñez	126
Valdeci Moreira da Silva	125
Aldo Quiñónez	120
Walter Ortíz	120
Fernando Martínez	129
Luis Ibarra	130
Kevin Serna	118
Juan Argüello	124
Victor Villalba	126
Richard Salinas	128
Javier Domínguez	126
Juan Miguel Ojeda	129
Antonio Marín	136
Carlos Sanabria	125
Simeon Papadopoulos	128
Charlie Fleming	108
Aymen Boutoutaou	140
Alejandro Cruz Hernández	132
José Sánchez Martínez	141
Marc Echarri Marín	139
Kenny Lipman	125
Mohammed Al Mahasna	116
Rein Smit	134
Danté Roethof	128
Tijn Daverveld	130
Luca Valls	129
Alpha Dionkou	142
Milos Bocic	122
Noor Al Rashidi	116
Tobias Reinhart	122
Osman Can Çötür	123
Kristoffer Tønnessen	133
Ross MacIver	127
AJ Greaves	127
Du Jae Won	144
Thiago Nuss	138
Adrián Leites	128
Óscar Hernández	127
Sebastian Möller	119
Adama Fofana	135
Reda Akbib	128
Iván López Cristóbal	129
Jordan Bender	121
Georgi Georgiev	128
Kevin De La Hoz	129
Matt Rush	124
Diego Vicente	130
Facundo Vigo	125
Gonzalo Viera	130
Joaquín Fernández	133
Lino Lang	123
Eren Karadağ	124
Ewan Hatfout	125
Gustavo Rojas	124
Pedro Ramírez	128
Javier Maldonado	124
Cleiderman Osorio	139
José Soto	123
Romeri Villamizar	127
Maikol Quintero	129
Duván Rodríguez	123
Darwin Matheus	134
Richard Figueroa	133
Yassin Oukili	135
Brend Leeflang	125
Nico Pichler	117
Edmilson Indjai Correia	131
Nawaf Boushal	137
Scott Glover	123
Charlie Birch	124
Albert Ejupi	128
Georgi Tunjov	130
Francisco Ginella	135
Franco Ibarra	136
Braian Maidana	128
Mauricio Márquez	127
Krzysztof Toporkiewicz	125
Carlos Arrua	139
Ricardo Garay	130
Néstor Giménez	130
Alexis González	128
Marcos Duré	116
Edgardo Orzusa	130
Víctor Barrientos	127
Alexis Verdún	111
Edgar Zaracho	130
Pablo Gavilán	126
Orlando Colmán	129
Juan Espínola	144
Ronaldo Báez	132
Victor Dávalos	126
Claudio Nuñez	134
Sergio Fretes	130
Lucas González	132
David Fleitas	130
Fernando Romero	145
Kento Haneda	129
Albin Svensson	109
Carljohan Eriksson	133
Hampus Holgersson	116
Adam Petersson	126
William Forrester	128
Matteo Pallecchi	121
Pape Habib Gueye	142
Ben Tricker	124
Enock Mawete Mwimba	124
Davíð Kristján Ólafsson	131
Amara Konate	121
Stefano Piccinini	125
Jacopo Pellegrini	122
Joe Woodiwiss	117
Bartosz Neugebauer	122
Kian Harratt	126
Joe Gibson	121
Oscar Castellano Zamora	123
Samuel Lopes Robalo Pedro	136
Balázs Csiszér	129
Miguel Gonçalves Silva	132
Adrian Hajdari	131
Pablo Haro Hernanz	133
Mert Kuyucu	128
Joaquín Indacoechea	140
Liamine Mokdad	118
Marcus Andersen	125
Nicholas Slonina	128
Agustín Curruhinca	127
Brian Negro	131
Elias Damergy	133
Alvin Jones	119
Alejandro Sotillos Miarmau	135
Daniel Valdés	124
Julián Palacios	141
Alan Marinelli	135
Matías Esquivel	144
Yonaiker Reyes	125
Leonardo Terán	124
Carlos Castro	122
Gastón Olveira	135
Agustín Ale	137
Luis Terán	132
Emanuel Hernández	124
Facundo Ospitaleche	127
Carlos Torres	124
Anderson Perea	126
Lucas Machado	127
Francisco Tinaglini	128
José Marulanda	123
Facundo Silvera	129
Santiago Pérez	130
Juan Pablo Plada	123
Joaquín Piquerez	146
Luis Urruti	132
Junior Vargas	131
Nicolás Rodríguez	136
Jhony Rodríguez	124
José Neris	134
Carlos Roca	131
José Monaga	130
Axel Sánchez	128
Roberto Céspedes	129
Francisco Rodríguez	133
Adrián Vargas	127
Alexis Cossio	129
Washington Vera	129
Marcos Ovejero	126
Anderson Rey	124
Javier Núñez	129
Kevin Peralta	140
Jean Peña	137
Jonathan Acasiete	120
Oscar Añez	130
Joel Fernández	137
Gustavo Velázquez	136
Tito Valencia	132
Jairo Padilla	128
Jorge Ordóñez	129
Yonathan Samaniego	128
Rodrigo Ruiz Díaz	130
Aldo Cubilla	130
Kevin Romay	132
Cristian Souza	133
Fernando Saldías	134
Miguel Parrales	139
Byron Palacios	131
Luis Congo	132
Ginson Cangá	123
Kevin Arias	131
Sixto Mina	128
Ronal Huaccha	126
Ronaldo Monteiro	129
Nildo Viera	132
Guido Chávez	126
Osmar Fernández	122
Maikel Chang	128
Tom Strannegård	131
Arne Cassaert	125
Lukas Böhm	120
Viktor Gustafson	127
Faiz Mattoir	126
Noah Diliberto	146
Ole Sebastian Sundgot	114
Brede Sandmoen	120
Sumit Rathi	124
Alex Negrea	124
Hiran Ahmed	129
Ali Al Raei	114
Rayan Al Marshoud	115
Jonathan Díaz	134
Andreas Eikeseth Mjøs	116
Noël Wetz	118
Matheus Henrique de Souza	152
Jason Mbock	127
Pape Meissa Ba	129
Stefano Turati	133
Anthony Descotte	131
Henrik Jenset	112
Tiberiu Căpușă	134
Cian Tyler	124
Dominik Zator	125
Agano Dialo	122
Kartal Yılmaz	135
Zafer Görgen	136
Alessandro Pietrogiovanna	118
Jean Paul García	137
Bubacarr Jobe	113
Ilay Elmkies	133
Nahar Al Qahtani	121
Oskar Sivertsen	130
Daniel Jesús Martín Gil	134
Joel Nilsson	129
Carlos Mena Díaz	127
Joe West	117
Liam Shaw	136
Ben Hughes	120
Ciaran Brennan	127
Alexandru Ilie	131
Keyendrah Simmonds	127
Thomas Scott	115
Henri Ogunby	128
Jonathan Borja	134
Matías Pardo	137
Luis Ortíz	134
Alfredo Ramúa	138
Gustavo Olguín	126
Pablo Cifuentes	132
Juan Lara	122
Jair Yglesias	122
Diego Otoya	118
Brackzon León	119
Sergio Adrián	133
Federico Acuña	128
Milciades Portillo	125
Iván Villalba	132
Marcelo Molinas	126
José Junhior Velásquez	131
Ronal de Jesús	122
Luis Arce	127
Edgar Ferreira	128
Paulo Goyoneche	131
Jean-Pierre Archimbaud	134
Miguel Aucca	134
Daniel Rojas	137
Darío Pazmiño	132
Juan Raúl Neira	124
Denilson Gonzáles	118
Cristhian Árabe	128
Alejandro Bejarano	132
Eduardo Puña	128
Aldo Vera	128
Johan Padilla	137
José Cárdenas	131
Kenneth Córdova	123
Leonardo Claros	129
Luis Franco	126
Ricardo Farro	126
Alán Mercado	126
Jesús Careaga	135
Luis Fernando Fernández	122
Ángel Gracia	134
Carlos Cuero	135
Carlos Neyra	136
Leonardo Mifflin	134
Miguel Suárez	126
Alexander Alvarado	146
Michel Rasmussen	130
Gregori Anangonó	139
Jhon Espinoza	142
Christian Vásquez	139
Janus Vivar	139
Hideyoshi Arakaki	130
Bryan Sánchez	126
Luis Iberico	140
Brian Farioli	136
Joshua Render	120
Jordan O'Brien	119
Anderson Oliveira da Silva	142
Joel Quintero	133
Oscar Salomón	138
Romario Caicedo	138
Sabit Abdulai	130
Asif Khan	110
Hólger Matamoros	126
Dixon Arroyo	136
Wilmer Godoy	129
Carlos Orejuela	114
Bryan Carabalí	138
Frank Bamenye	119
Adrian Hansen	122
Paul Fromm	118
Niklas Zaß	121
Nabil Touaizi Zoubdi	139
Mohamed Hany	145
Hamdi Fathi	139
Serkan Asan	138
Nilton Varela Lopes	145
Breston Malula	130
Kevin Egell-Johnsen	129
José Aguilar Martinez	120
Vicente Esquerdo Santas	141
Florent Poulolo	127
Juan Carlos Azón Marco	140
Denilho Cleonise	140
Sander Marthinussen	120
Mikal Berg Kvinge	125
Amer Eriksson Ibragic	119
Adi Terzić	128
Erik Pärsson	122
Ennio van der Gouw	126
Jesper Modig	123
Erion Sadiku	128
Keanin Ayer	123
Astrit Selmani	142
Tobias Carlsson	129
Robin Book	126
Daniel Krezic	121
Doru Dumitrescu	121
Marco Canales	118
Bastian Badu	136
Franklin Sasere	123
Ertuğrul Tekşen	116
Casper Winther	120
Emil Kornvig	136
Francisco Casanova	129
Ramón Juárez	141
Calvin Dekuyper	133
Kieran Farren	111
Hmingthan Mawia	117
Federico Bonini	121
Carlos Marín Tomás	128
Kevin Varela	113
Francisco Chaverra	134
Omar Damba	122
Finlay Macnab	116
Jack Madelin	122
Miguel Ángel Leal Díaz	133
Juan Miritello	135
Mateusz Supryn	116
Jacob Kvarven	121
Christian Makoun	144
Matías Miranda	146
Stefano Palmucci	121
Fabian Pavone	123
Benedikt Willert	123
Max Mata	126
Leonardo Urapuca	132
Andrés Veizaga	132
Jordan Swibel	112
Edward Vaca	128
Marco Fuchshofer	128
Casey Walls	117
Clody Menacho	127
Harrison Myring	118
Kerr McInroy	133
Donát Zsótér	143
Gorman Estacio	130
Gianakis Suárez	134
Enson Rodríguez	128
Marcos Barrera	126
Javier Quiñónez	122
Anthony Bedoya	131
Gustavo Vallecilla	133
Richard Mina	135
David Villalba	128
Paolo Fuentes	139
Alec Deneumostier	139
Iván Vidaurre	128
Marco Mosquera	132
Matías Duffard	126
Ángel Romero	136
Carlo Diez	137
Shonn Sánchez	124
Walter Tandazo	131
Pablo Labrín	131
Roberto Rivas	122
Gustavo Salvatierra	126
Aubrel Koutismouka	124
Anil Chawan	107
Jorge Andía	128
